agency_id,agency_name,agency_type,year_month,incident_type,incident_detail,n_calls
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Public Order Offense,Drug related,11
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Public Order Offense,Sex related,1
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Public Order Offense,Weapon related,9
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Public Order Offense,Transit related,7
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Public Order Offense,Public Order Offense - Other,44
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Vehicle Stop,DUI,28
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Vehicle Stop,Accident,76
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Vehicle Stop,Moving violation,163
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Vehicle Stop,Non-moving violation,40
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Vehicle Stop,Vehicle Stop - Other,86
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Pedestrian Stop,Pedestrian Stop,18
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Civil Caretaking,Mental health / wellness check,72
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Civil Caretaking,Civil infraction,42
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Civil Caretaking,Eviction order enforcement,9
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Civil Caretaking,Domestic order enforcement,36
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Civil Caretaking,Civil Caretaking - Other,146
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Warrant,Warrant,26
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Other,Other,331
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Offense Against Person,Assault,16
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Offense Against Person,Homicide,0
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Offense Against Person,Rape,4
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Offense Against Person,Robbery,7
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Offense Against Person,Civil order violation,5
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Offense Against Person,Offense Against Person - Other,29
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Property Offense,Arson,3
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Property Offense,Burglary,18
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Property Offense,Theft,24
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Property Offense,Mischief,19
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Property Offense,Trespassing,11
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Property Offense,Vehicle theft/prowl,19
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Property Offense,Property Offense - Other,57
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Public Order Offense,Public disturbance,28
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Public Order Offense,Drug related,13
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Public Order Offense,Sex related,6
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Public Order Offense,Weapon related,10
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Public Order Offense,Transit related,7
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Public Order Offense,Public Order Offense - Other,51
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Vehicle Stop,DUI,22
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Vehicle Stop,Accident,58
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Vehicle Stop,Moving violation,137
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Vehicle Stop,Non-moving violation,51
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Vehicle Stop,Vehicle Stop - Other,64
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Pedestrian Stop,Pedestrian Stop,23
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Civil Caretaking,Mental health / wellness check,80
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Civil Caretaking,Civil infraction,38
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Civil Caretaking,Eviction order enforcement,23
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Civil Caretaking,Domestic order enforcement,39
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Civil Caretaking,Civil Caretaking - Other,176
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Warrant,Warrant,31
A009,Prairie County Sheriff's Office,County Sheriff,2025-02,Other,Other,359
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Offense Against Person,Assault,18
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Offense Against Person,Homicide,1
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Offense Against Person,Rape,1
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Offense Against Person,Robbery,1
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Offense Against Person,Civil order violation,4
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Offense Against Person,Offense Against Person - Other,39
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Property Offense,Arson,4
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Property Offense,Burglary,26
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Property Offense,Theft,33
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Property Offense,Mischief,14
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Property Offense,Trespassing,16
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Property Offense,Vehicle theft/prowl,19
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Property Offense,Property Offense - Other,48
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Public Order Offense,Public disturbance,45
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Public Order Offense,Drug related,16
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Public Order Offense,Sex related,7
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Public Order Offense,Weapon related,12
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Public Order Offense,Transit related,5
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Public Order Offense,Public Order Offense - Other,61
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Vehicle Stop,DUI,21
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Vehicle Stop,Accident,54
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Vehicle Stop,Moving violation,181
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Vehicle Stop,Non-moving violation,47
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Vehicle Stop,Vehicle Stop - Other,70
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Pedestrian Stop,Pedestrian Stop,16
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Civil Caretaking,Mental health / wellness check,62
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Civil Caretaking,Civil infraction,43
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Civil Caretaking,Eviction order enforcement,24
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Civil Caretaking,Domestic order enforcement,31
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Civil Caretaking,Civil Caretaking - Other,124
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Warrant,Warrant,40
A009,Prairie County Sheriff's Office,County Sheriff,2025-03,Other,Other,362
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Offense Against Person,Assault,29
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Offense Against Person,Homicide,2
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Offense Against Person,Rape,3
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Offense Against Person,Robbery,3
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Offense Against Person,Civil order violation,6
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Offense Against Person,Offense Against Person - Other,29
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Property Offense,Arson,2
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Property Offense,Burglary,19
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Property Offense,Theft,42
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Property Offense,Mischief,16
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Property Offense,Trespassing,8
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Property Offense,Vehicle theft/prowl,19
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Property Offense,Property Offense - Other,50
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Public Order Offense,Public disturbance,50
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Public Order Offense,Drug related,27
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Public Order Offense,Sex related,6
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Public Order Offense,Weapon related,14
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Public Order Offense,Transit related,8
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Public Order Offense,Public Order Offense - Other,53
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Vehicle Stop,DUI,35
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Vehicle Stop,Accident,68
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Vehicle Stop,Moving violation,155
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Vehicle Stop,Non-moving violation,47
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Vehicle Stop,Vehicle Stop - Other,71
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Pedestrian Stop,Pedestrian Stop,17
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Civil Caretaking,Mental health / wellness check,54
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Civil Caretaking,Civil infraction,38
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Civil Caretaking,Eviction order enforcement,19
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Civil Caretaking,Domestic order enforcement,30
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Civil Caretaking,Civil Caretaking - Other,149
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Warrant,Warrant,33
A009,Prairie County Sheriff's Office,County Sheriff,2025-04,Other,Other,400
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Offense Against Person,Assault,27
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Offense Against Person,Homicide,0
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Offense Against Person,Rape,1
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Offense Against Person,Robbery,6
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Offense Against Person,Civil order violation,11
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Offense Against Person,Offense Against Person - Other,28
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Property Offense,Arson,5
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Property Offense,Burglary,22
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Property Offense,Theft,53
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Property Offense,Mischief,21
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Property Offense,Trespassing,18
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Property Offense,Vehicle theft/prowl,22
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Property Offense,Property Offense - Other,59
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Public Order Offense,Public disturbance,42
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Public Order Offense,Drug related,19
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Public Order Offense,Sex related,8
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Public Order Offense,Weapon related,11
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Public Order Offense,Transit related,15
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Public Order Offense,Public Order Offense - Other,86
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Vehicle Stop,DUI,28
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Vehicle Stop,Accident,89
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Vehicle Stop,Moving violation,182
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Vehicle Stop,Non-moving violation,55
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Vehicle Stop,Vehicle Stop - Other,81
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Pedestrian Stop,Pedestrian Stop,19
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Civil Caretaking,Mental health / wellness check,80
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Civil Caretaking,Civil infraction,53
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Civil Caretaking,Eviction order enforcement,22
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Civil Caretaking,Domestic order enforcement,32
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Civil Caretaking,Civil Caretaking - Other,138
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Warrant,Warrant,37
A009,Prairie County Sheriff's Office,County Sheriff,2025-05,Other,Other,430
A009,Prairie County Sheriff's Office,County Sheriff,2025-06,Offense Against Person,Assault,28
A009,Prairie County Sheriff's Office,County Sheriff,2025-06,Offense Against Person,Homicide,1
A009,Prairie County Sheriff's Office,County Sheriff,2025-06,Offense Against Person,Rape,4
A009,Prairie County Sheriff's Office,County Sheriff,2025-06,Offense Against Person,Robbery,6
A009,Prairie County Sheriff's Office,County Sheriff,2025-06,Offense Against Person,Civil order violation,7
A009,Prairie County Sheriff's Office,County Sheriff,2025-06,Offense Against Person,Offense Against Person - Other,50
A009,Prairie County Sheriff's Office,County Sheriff,2025-06,Property Offense,Arson,2
A009,Prairie County Sheriff's Office,County Sheriff,2025-06,Property Offense,Burglary,26
A009,Prairie County Sheriff's Office,County Sheriff,2025-06,Property Offense,Theft,59
A009,Prairie County Sheriff's Office,County Sheriff,2025-06,Property Offense,Mischief,10
A009,Prairie County Sheriff's Office,County Sheriff,2025-06,Property Offense,Trespassing,16
A009,Prairie County Sheriff's Office,County Sheriff,2025-06,Property Offense,Vehicle theft/prowl,15
A009,Prairie County Sheriff's Office,County Sheriff,2025-06,Property Offense,Property Offense - Other,43
A009,Prairie County Sheriff's Office,County Sheriff,2025-06,Public Order Offense,Public disturbance,46
A009,Prairie County Sheriff's Office,County Sheriff,2025-06,Public Order Offense,Drug related,20
A009,Prairie County Sheriff's Office,County Sheriff,2025-06,Public Order Offense,Sex related,5
